left_primary`left_secondary`right_text
Los Angeles`United States`111 backers
London`United Kingdom`105 backers
New York`United States`81 backers
San Francisco`United States`69 backers
Toronto`Canada`53 backers
San Jose`United States`51 backers
Chicago`United States`50 backers
Seattle`United States`41 backers
Amsterdam`Netherlands`37 backers
San Diego`United States`37 backers
United States``2,886 backers
Canada``338 backers
United Kingdom``248 backers
Netherlands``197 backers
Germany``127 backers
France``67 backers
Switzerland``54 backers
Austria``40 backers
Sweden``38 backers
Denmark``34 backers
