left_primary`left_secondary`right_text
San Francisco`United States`255 backers
New York`United States`154 backers
Los Angeles`United States`103 backers
Chicago`United States`63 backers
Brooklyn`United States`59 backers
Washington`United States`43 backers
Austin`United States`39 backers
Seattle`United States`35 backers
Oakland`United States`30 backers
Toronto`Canada`24 backers
United States``2,004 backers
Canada``120 backers
United Kingdom``37 backers
Australia``25 backers
Germany``14 backers
Singapore``13 backers
Brazil``4 backers
France``4 backers
India``4 backers
Japan``4 backers
