left_primary`left_secondary`right_text
New York`United States`63 backers
Beirut`Lebanon`48 backers
Los Angeles`United States`41 backers
San Francisco`United States`41 backers
Tokyo`Japan`34 backers
London`United Kingdom`32 backers
Singapore`Singapore`31 backers
Toronto`Canada`28 backers
Sydney`Australia`27 backers
Melbourne`Australia`26 backers
United States``1,206 backers
Canada``112 backers
United Kingdom``96 backers
Australia``84 backers
Japan``68 backers
France``50 backers
Lebanon``48 backers
Germany``36 backers
Singapore``31 backers
Netherlands``17 backers
