left_primary`left_secondary`right_text
London`United Kingdom`243 backers
San Francisco`United States`221 backers
Los Angeles`United States`186 backers
Melbourne`Australia`147 backers
Seattle`United States`139 backers
Sydney`Australia`132 backers
New York`United States`126 backers
Brisbane`Australia`118 backers
Austin`United States`103 backers
Toronto`Canada`85 backers
United States``4,751 backers
United Kingdom``731 backers
Australia``602 backers
Canada``576 backers
Germany``480 backers
Sweden``215 backers
Japan``204 backers
Netherlands``174 backers
France``159 backers
Norway``112 backers
