left_primary`left_secondary`right_text
New York`United States`24 backers
Los Angeles`United States`16 backers
San Francisco`United States`12 backers
Seattle`United States`8 backers
Brooklyn`United States`8 backers
Washington`United States`7 backers
London`United Kingdom`6 backers
Chicago`United States`6 backers
Austin`United States`5 backers
Toronto`Canada`4 backers
United States``401 backers
Canada``23 backers
United Kingdom``13 backers
Australia``7 backers
Netherlands``4 backers
Norway``4 backers
Germany``3 backers
New Zealand``3 backers
Singapore``3 backers
Austria``2 backers
