left_primary`left_secondary`right_text
Singapore`Singapore`126 backers
Sydney`Australia`9 backers
Kuala Lumpur`Malaysia`9 backers
London`United Kingdom`6 backers
Los Angeles`United States`6 backers
Melbourne`Australia`5 backers
Bangkok`Thailand`5 backers
Austin`United States`5 backers
Toronto`Canada`4 backers
Perth`Australia`4 backers
United States``183 backers
Singapore``126 backers
Canada``26 backers
Australia``22 backers
United Kingdom``19 backers
Malaysia``15 backers
Japan``7 backers
Netherlands``7 backers
New Zealand``7 backers
Hong Kong``6 backers
