left_primary`left_secondary`right_text
San Diego`United States`9 backers
New York`United States`5 backers
Seattle`United States`5 backers
London`United Kingdom`4 backers
Tatebayashi-shi`Japan`4 backers
Placentia`United States`4 backers
San Francisco`United States`4 backers
Berlin`Germany`3 backers
Sydney`Australia`3 backers
Bakersfield`United States`3 backers
United States``114 backers
Japan``22 backers
Australia``11 backers
United Kingdom``8 backers
Germany``6 backers
France``5 backers
Canada``4 backers
Netherlands``3 backers
Sweden``3 backers
Switzerland``3 backers
