left_primary`left_secondary`right_text
Singapore`Singapore`79 backers
Tokyo`Japan`79 backers
Minneapolis`United States`56 backers
London`United Kingdom`54 backers
Los Angeles`United States`52 backers
New York`United States`52 backers
San Francisco`United States`44 backers
Sydney`Australia`39 backers
Seoul`South Korea`37 backers
Hong Kong`Hong Kong`33 backers
United States``1,571 backers
Japan``168 backers
United Kingdom``147 backers
Canada``132 backers
Australia``125 backers
Singapore``79 backers
Hong Kong``77 backers
Germany``69 backers
South Korea``47 backers
Switzerland``41 backers
