left_primary`left_secondary`right_text
London`United Kingdom`26 backers
New York`United States`14 backers
Toronto`Canada`11 backers
Montreal`Canada`9 backers
Denver`United States`9 backers
Moscow`Russia`7 backers
San Francisco`United States`7 backers
Paris`France`6 backers
Sydney`Australia`6 backers
Berlin`Germany`5 backers
United States``286 backers
United Kingdom``57 backers
Canada``54 backers
Germany``25 backers
France``20 backers
Australia``13 backers
Switzerland``11 backers
Netherlands``10 backers
Russia``9 backers
Spain``8 backers
