left_primary`left_secondary`right_text
New York`United States`11 backers
Chicago`United States`10 backers
Seattle`United States`10 backers
San Francisco`United States`9 backers
London`United Kingdom`8 backers
Boston`United States`8 backers
Melbourne`Australia`7 backers
Columbus`United States`6 backers
Austin`United States`5 backers
San Diego`United States`5 backers
United States``317 backers
United Kingdom``24 backers
Canada``18 backers
Australia``13 backers
Finland``5 backers
Brazil``3 backers
Ireland``3 backers
Germany``3 backers
Austria``2 backers
Denmark``2 backers
