left_primary`left_secondary`right_text
Alpharetta`United States`27 backers
Atlanta`United States`27 backers
Cumming`United States`14 backers
Chicago`United States`11 backers
Marietta`United States`9 backers
Los Angeles`United States`6 backers
San Francisco`United States`5 backers
Toronto`Canada`4 backers
Austin`United States`4 backers
Denver`United States`4 backers
United States``452 backers
Canada``17 backers
Australia``8 backers
United Kingdom``6 backers
Germany``3 backers
Austria``2 backers
Singapore``2 backers
Switzerland``2 backers
United Arab Emirates``1 backer
Belgium``1 backer
