left_primary`left_secondary`right_text
San Diego`United States`29 backers
New York`United States`28 backers
San Francisco`United States`27 backers
Los Angeles`United States`25 backers
Seattle`United States`25 backers
Chicago`United States`22 backers
San Jose`United States`21 backers
Singapore`Singapore`19 backers
Minneapolis`United States`17 backers
Portland`United States`17 backers
United States``1,163 backers
Canada``64 backers
United Kingdom``52 backers
Australia``50 backers
Japan``34 backers
Singapore``19 backers
Germany``13 backers
Netherlands``12 backers
Switzerland``10 backers
Belgium``9 backers
