left_primary`left_secondary`right_text
Seattle`United States`185 backers
Bellevue`United States`19 backers
Kirkland`United States`9 backers
Redmond`United States`8 backers
San Francisco`United States`8 backers
Kent`United States`5 backers
Los Angeles`United States`5 backers
Portland`United States`5 backers
Boston`United States`4 backers
Everett`United States`4 backers
United States``386 backers
Canada``2 backers
Denmark``1 backer
Netherlands``1 backer
Spain``1 backer
Vietnam``1 backer
