left_primary`left_secondary`right_text
San Francisco`United States`88 backers
New York`United States`86 backers
Brooklyn`United States`69 backers
Los Angeles`United States`59 backers
Chicago`United States`50 backers
London`United Kingdom`46 backers
Seattle`United States`39 backers
Toronto`Canada`35 backers
Portland`United States`34 backers
Austin`United States`26 backers
United States``1,016 backers
Canada``133 backers
United Kingdom``129 backers
Germany``71 backers
Australia``59 backers
Netherlands``27 backers
New Zealand``19 backers
Sweden``17 backers
Brazil``14 backers
Switzerland``13 backers
