left_primary`left_secondary`right_text
Irvine`United States`22 backers
London`United Kingdom`12 backers
Los Angeles`United States`11 backers
Singapore`Singapore`9 backers
Toronto`Canada`7 backers
Melbourne`Australia`7 backers
Seattle`United States`7 backers
New York`United States`6 backers
Vancouver`Canada`5 backers
Vienna`Austria`5 backers
United States``527 backers
United Kingdom``69 backers
Canada``42 backers
Australia``37 backers
Germany``35 backers
Sweden``18 backers
France``10 backers
Singapore``10 backers
Italy``9 backers
Netherlands``9 backers
