left_primary`left_secondary`right_text
Los Angeles`United States`37 backers
New York`United States`31 backers
Brooklyn`United States`27 backers
London`United Kingdom`24 backers
San Francisco`United States`24 backers
Chicago`United States`16 backers
Melbourne`Australia`11 backers
Toronto`Canada`9 backers
Copenhagen`Denmark`9 backers
Sydney`Australia`9 backers
United States``454 backers
United Kingdom``44 backers
Australia``37 backers
France``25 backers
Canada``22 backers
Germany``15 backers
Netherlands``11 backers
Denmark``10 backers
Mexico``9 backers
Italy``7 backers
