left_primary`left_secondary`right_text
San Francisco`United States`103 backers
London`United Kingdom`102 backers
New York`United States`68 backers
Los Angeles`United States`54 backers
Singapore`Singapore`41 backers
Sydney`Australia`36 backers
Melbourne`Australia`30 backers
San Jose`United States`26 backers
Seattle`United States`23 backers
Berlin`Germany`21 backers
United States``1,474 backers
United Kingdom``221 backers
Germany``131 backers
Canada``112 backers
Australia``110 backers
France``55 backers
Singapore``41 backers
Italy``39 backers
Netherlands``28 backers
Sweden``20 backers
