left_primary`left_secondary`right_text
Singapore`Singapore`119 backers
Los Angeles`United States`119 backers
London`United Kingdom`117 backers
New York`United States`101 backers
San Francisco`United States`95 backers
Tokyo`Japan`93 backers
Sydney`Australia`76 backers
Melbourne`Australia`73 backers
Toronto`Canada`65 backers
Seattle`United States`62 backers
United States``3,045 backers
United Kingdom``339 backers
Canada``304 backers
Germany``288 backers
Australia``232 backers
Japan``175 backers
Netherlands``150 backers
Singapore``119 backers
France``106 backers
Italy``96 backers
