left_primary`left_secondary`right_text
London`United Kingdom`118 backers
Singapore`Singapore`83 backers
San Francisco`United States`81 backers
Los Angeles`United States`61 backers
New York`United States`57 backers
Seattle`United States`51 backers
Melbourne`Australia`47 backers
Berlin`Germany`42 backers
Toronto`Canada`41 backers
Munich`Germany`39 backers
United States``2,121 backers
Germany``405 backers
United Kingdom``307 backers
Canada``188 backers
Australia``155 backers
Netherlands``118 backers
France``94 backers
Singapore``83 backers
Sweden``82 backers
Switzerland``66 backers
