left_primary`left_secondary`right_text
London`United Kingdom`339 backers
New York`United States`218 backers
Los Angeles`United States`210 backers
San Francisco`United States`205 backers
Seattle`United States`152 backers
Brooklyn`United States`142 backers
Toronto`Canada`139 backers
Sydney`Australia`123 backers
Chicago`United States`113 backers
Melbourne`Australia`112 backers
United States``5,989 backers
United Kingdom``915 backers
Canada``570 backers
Australia``399 backers
Germany``359 backers
France``302 backers
Brazil``219 backers
Switzerland``152 backers
Netherlands``148 backers
Italy``120 backers
