left_primary`left_secondary`right_text
Los Angeles`United States`27 backers
New York`United States`17 backers
San Francisco`United States`8 backers
Brooklyn`United States`6 backers
Austin`United States`5 backers
Chicago`United States`5 backers
Miami`United States`5 backers
Denver`United States`4 backers
Portland`United States`4 backers
San Diego`United States`4 backers
United States``325 backers
Australia``11 backers
United Kingdom``8 backers
Canada``7 backers
Mexico``3 backers
Netherlands``3 backers
Belgium``2 backers
Brazil``2 backers
Italy``2 backers
Norway``2 backers
