left_primary`left_secondary`right_text
Brooklyn`United States`15 backers
New York`United States`14 backers
Los Angeles`United States`10 backers
London`United Kingdom`4 backers
Cambridge`United States`4 backers
Washington`United States`3 backers
Queens`United States`3 backers
Vancouver`Canada`2 backers
Paris`France`2 backers
Boston`United States`2 backers
United States``98 backers
United Kingdom``4 backers
Canada``3 backers
France``2 backers
Australia``1 backer
Germany``1 backer
Italy``1 backer
Saudi Arabia``1 backer
South Africa``1 backer
