left_primary`left_secondary`right_text
London`United Kingdom`136 backers
New York`United States`66 backers
Singapore`Singapore`63 backers
Tokyo`Japan`44 backers
San Francisco`United States`44 backers
Sydney`Australia`36 backers
Seattle`United States`33 backers
Toronto`Canada`31 backers
Melbourne`Australia`31 backers
Los Angeles`United States`30 backers
United States``1,046 backers
United Kingdom``257 backers
Canada``115 backers
Australia``95 backers
Germany``88 backers
Japan``88 backers
Singapore``63 backers
Netherlands``56 backers
France``52 backers
Switzerland``50 backers
