left_primary`left_secondary`right_text
New York`United States`4 backers
Brooklyn`United States`3 backers
Queens`United States`3 backers
Santa Cruz`United States`2 backers
London`Canada`1 backer
Toronto`Canada`1 backer
Glasgow`United Kingdom`1 backer
High Wycombe`United Kingdom`1 backer
Sunderland`United Kingdom`1 backer
Mexico City`Mexico`1 backer
United States``30 backers
United Kingdom``3 backers
Canada``2 backers
Germany``1 backer
Greece``1 backer
Mexico``1 backer
Spain``1 backer
