left_primary`left_secondary`right_text
Sydney`Australia`6 backers
London`United Kingdom`5 backers
Melbourne`Australia`5 backers
Los Angeles`United States`5 backers
Shanghai`China`4 backers
Toronto`Canada`3 backers
Singapore`Singapore`3 backers
Bangkok`Thailand`3 backers
San Antonio`United States`3 backers
San Francisco`United States`3 backers
United States``117 backers
Australia``14 backers
Germany``9 backers
United Kingdom``9 backers
Canada``7 backers
Italy``7 backers
China``5 backers
Malaysia``5 backers
Spain``5 backers
Hong Kong``5 backers
