left_primary`left_secondary`right_text
San Francisco`United States`10 backers
Singapore`Singapore`7 backers
Jacksonville`United States`7 backers
New Smyrna Beach`United States`7 backers
Toronto`Canada`3 backers
Sydney`Australia`3 backers
Atlantic Beach`United States`3 backers
Las Vegas`United States`3 backers
Los Angeles`United States`3 backers
Miami`United States`3 backers
United States``152 backers
Canada``7 backers
Singapore``7 backers
United Kingdom``6 backers
Australia``4 backers
United Arab Emirates``2 backers
Germany``2 backers
New Zealand``2 backers
Denmark``1 backer
Indonesia``1 backer
