left_primary`left_secondary`right_text
Houston`United States`6 backers
Portland`United States`6 backers
Los Angeles`United States`5 backers
Seattle`United States`5 backers
New York`United States`4 backers
Toronto`Canada`3 backers
Beaverton`United States`3 backers
Bellevue`United States`3 backers
Chicago`United States`3 backers
Lagos`Nigeria`2 backers
United States``166 backers
Canada``6 backers
Australia``3 backers
Mexico``3 backers
Belgium``2 backers
Japan``2 backers
Nigeria``2 backers
Netherlands``2 backers
Chile``1 backer
Oman``1 backer
