left_primary`left_secondary`right_text
New York`United States`45 backers
Brooklyn`United States`40 backers
Queens`United States`9 backers
Seattle`United States`8 backers
Stamford`United States`3 backers
Berlin`Germany`2 backers
Melbourne`Australia`2 backers
Ann Arbor`United States`2 backers
Annapolis`United States`2 backers
Baltimore`United States`2 backers
United States``227 backers
United Kingdom``6 backers
Australia``5 backers
Canada``4 backers
Germany``2 backers
China``1 backer
France``1 backer
Mexico``1 backer
Netherlands``1 backer
Singapore``1 backer
