left_primary`left_secondary`right_text
Chicago`United States`107 backers
New York`United States`85 backers
San Francisco`United States`66 backers
Brooklyn`United States`45 backers
London`United Kingdom`30 backers
Seattle`United States`25 backers
Washington`United States`23 backers
Toronto`Canada`19 backers
Los Angeles`United States`19 backers
Minneapolis`United States`17 backers
United States``724 backers
United Kingdom``48 backers
Canada``43 backers
Brazil``19 backers
Australia``17 backers
Netherlands``17 backers
Germany``13 backers
Belgium``11 backers
France``9 backers
Japan``9 backers
