left_primary`left_secondary`right_text
London`United Kingdom`1,553 backers
Los Angeles`United States`1,346 backers
New York`United States`1,064 backers
San Francisco`United States`645 backers
Chicago`United States`588 backers
Melbourne`Australia`539 backers
Toronto`Canada`481 backers
Sydney`Australia`432 backers
Seattle`United States`395 backers
Austin`United States`379 backers
United States``26,362 backers
United Kingdom``5,411 backers
Germany``2,231 backers
Canada``2,149 backers
Australia``1,826 backers
France``1,187 backers
Sweden``822 backers
Italy``489 backers
Austria``375 backers
Ireland``310 backers
