left_primary`left_secondary`right_text
San Francisco`United States`89 backers
New York`United States`87 backers
Seattle`United States`83 backers
Los Angeles`United States`77 backers
Chicago`United States`58 backers
San Diego`United States`45 backers
Portland`United States`42 backers
Denver`United States`41 backers
Austin`United States`40 backers
Washington`United States`35 backers
United States``3,187 backers
Canada``122 backers
United Kingdom``73 backers
Australia``59 backers
Germany``30 backers
Netherlands``15 backers
Denmark``10 backers
France``10 backers
Sweden``10 backers
Norway``9 backers
