left_primary`left_secondary`right_text
New York`United States`46 backers
Los Angeles`United States`41 backers
Brooklyn`United States`24 backers
Chicago`United States`20 backers
London`United Kingdom`13 backers
San Francisco`United States`12 backers
Seattle`United States`12 backers
Atlanta`United States`11 backers
Austin`United States`9 backers
Toronto`Canada`7 backers
United States``482 backers
United Kingdom``23 backers
Canada``22 backers
Germany``3 backers
Australia``2 backers
Brazil``2 backers
Denmark``2 backers
France``2 backers
Italy``2 backers
China``1 backer
