left_primary`left_secondary`right_text
San Francisco`United States`18 backers
Salt Lake City`United States`15 backers
Hong Kong`Hong Kong`10 backers
Boston`United States`9 backers
Denver`United States`7 backers
Los Angeles`United States`7 backers
New York`United States`7 backers
San Jose`United States`7 backers
Cambridge`United States`6 backers
Sydney`Australia`5 backers
United States``404 backers
Australia``16 backers
Canada``11 backers
Hong Kong``11 backers
Japan``7 backers
China``5 backers
United Kingdom``5 backers
France``3 backers
Mexico``3 backers
Singapore``3 backers
