left_primary`left_secondary`right_text
San Diego`United States`17 backers
Los Angeles`United States`9 backers
Seattle`United States`6 backers
Edmonton`Canada`5 backers
Calgary`Canada`4 backers
Ottawa`Canada`3 backers
Toronto`Canada`3 backers
Perth`Australia`3 backers
Melbourne`Australia`3 backers
Sydney`Australia`3 backers
United States``260 backers
Canada``31 backers
Australia``15 backers
Germany``7 backers
United Kingdom``7 backers
Mexico``6 backers
France``4 backers
Japan``4 backers
Netherlands``3 backers
Austria``2 backers
