left_primary`left_secondary`right_text
San Francisco`United States`57 backers
Seattle`United States`24 backers
New York`United States`19 backers
Los Angeles`United States`15 backers
Oakland`United States`15 backers
London`United Kingdom`11 backers
Berkeley`United States`11 backers
Toronto`Canada`9 backers
Chicago`United States`9 backers
Cambridge`United States`8 backers
United States``577 backers
Canada``38 backers
United Kingdom``23 backers
Germany``10 backers
Australia``8 backers
South Korea``8 backers
Sweden``6 backers
Switzerland``5 backers
France``4 backers
Japan``3 backers
