left_primary`left_secondary`right_text
New York`United States`18 backers
Austin`United States`15 backers
Brooklyn`United States`14 backers
North Adams`United States`11 backers
New Haven`United States`7 backers
Williamstown`United States`7 backers
Boston`United States`6 backers
San Francisco`United States`6 backers
Chicago`United States`4 backers
Cambridge`United States`3 backers
United States``220 backers
Canada``3 backers
France``3 backers
United Kingdom``3 backers
Finland``1 backer
Israel``1 backer
Mexico``1 backer
Sweden``1 backer
