left_primary`left_secondary`right_text
New York`United States`122 backers
Brooklyn`United States`84 backers
San Francisco`United States`64 backers
London`United Kingdom`54 backers
Los Angeles`United States`45 backers
Chicago`United States`44 backers
Sydney`Australia`30 backers
Seattle`United States`30 backers
Prague`Czech Republic`27 backers
Toronto`Canada`26 backers
United States``1,075 backers
United Kingdom``104 backers
Canada``89 backers
Australia``72 backers
Germany``44 backers
Czech Republic``42 backers
Switzerland``30 backers
France``27 backers
Sweden``20 backers
Netherlands``18 backers
