left_primary`left_secondary`right_text
Los Angeles`United States`44 backers
New York`United States`42 backers
Singapore`Singapore`30 backers
San Francisco`United States`29 backers
Melbourne`Australia`26 backers
London`United Kingdom`24 backers
San Jose`United States`23 backers
Seattle`United States`22 backers
Sydney`Australia`20 backers
Washington`United States`20 backers
United States``1,295 backers
Canada``138 backers
Germany``120 backers
United Kingdom``95 backers
Australia``91 backers
Netherlands``85 backers
Singapore``30 backers
Belgium``28 backers
France``22 backers
Switzerland``22 backers
