left_primary`left_secondary`right_text
Flagstaff`United States`9 backers
Los Angeles`United States`5 backers
Singapore`Singapore`3 backers
Berwyn`United States`3 backers
Miami`United States`3 backers
Phoenix`United States`2 backers
Raleigh`United States`2 backers
Seattle`United States`2 backers
Tampa`United States`2 backers
Hamilton`Canada`1 backer
United States``65 backers
Canada``3 backers
Singapore``3 backers
Australia``1 backer
Denmark``1 backer
Spain``1 backer
Sweden``1 backer
