left_primary`left_secondary`right_text
Singapore`Singapore`60 backers
London`United Kingdom`35 backers
Sydney`Australia`26 backers
Melbourne`Australia`19 backers
New York`United States`16 backers
Toronto`Canada`15 backers
Perth`Australia`11 backers
Los Angeles`United States`11 backers
San Francisco`United States`11 backers
Bangkok`Thailand`10 backers
United States``551 backers
Australia``79 backers
Canada``73 backers
United Kingdom``71 backers
Singapore``60 backers
Netherlands``29 backers
Germany``24 backers
Switzerland``21 backers
Hong Kong``21 backers
France``20 backers
