left_primary`left_secondary`right_text
London`United Kingdom`39 backers
Los Angeles`United States`39 backers
New York`United States`31 backers
San Francisco`United States`26 backers
Brooklyn`United States`21 backers
Chicago`United States`17 backers
Seattle`United States`16 backers
Melbourne`Australia`13 backers
Sydney`Australia`12 backers
Austin`United States`12 backers
United States``706 backers
United Kingdom``78 backers
Australia``46 backers
Canada``41 backers
Germany``31 backers
Netherlands``25 backers
France``24 backers
Belgium``13 backers
Italy``10 backers
New Zealand``10 backers
