left_primary`left_secondary`right_text
Brooklyn`United States`67 backers
New York`United States`57 backers
Los Angeles`United States`40 backers
London`United Kingdom`35 backers
San Francisco`United States`29 backers
Melbourne`Australia`27 backers
Chicago`United States`19 backers
Sydney`Australia`18 backers
Portland`United States`18 backers
Seattle`United States`17 backers
United States``919 backers
United Kingdom``109 backers
Australia``77 backers
Canada``60 backers
Germany``20 backers
France``16 backers
New Zealand``10 backers
Brazil``8 backers
Mexico``8 backers
Netherlands``8 backers
