left_primary`left_secondary`right_text
London`United Kingdom`96 backers
Singapore`Singapore`87 backers
Melbourne`Australia`59 backers
Sydney`Australia`50 backers
Tokyo`Japan`36 backers
Seattle`United States`36 backers
Bangkok`Thailand`35 backers
Brisbane`Australia`34 backers
Toronto`Canada`26 backers
Seoul`South Korea`25 backers
United States``1,093 backers
United Kingdom``267 backers
Australia``203 backers
Germany``164 backers
Canada``158 backers
Singapore``87 backers
Japan``76 backers
Netherlands``71 backers
France``60 backers
Italy``53 backers
