left_primary`left_secondary`right_text
Singapore`Singapore`182 backers
Tokyo`Japan`70 backers
London`United Kingdom`48 backers
Tel Aviv`Israel`39 backers
Sydney`Australia`34 backers
Paris`France`21 backers
Melbourne`Australia`21 backers
Los Angeles`United States`17 backers
Bangkok`Thailand`16 backers
Brisbane`Australia`15 backers
United States``697 backers
Singapore``182 backers
Japan``132 backers
United Kingdom``125 backers
Germany``114 backers
Australia``99 backers
France``81 backers
Canada``67 backers
Israel``66 backers
Italy``62 backers
