left_primary`left_secondary`right_text
Austin`United States`11 backers
Houston`United States`3 backers
Los Angeles`United States`3 backers
Auburn Hills`United States`2 backers
Denver`United States`2 backers
Fort Worth`United States`2 backers
Milwaukee`United States`2 backers
Oakland`United States`2 backers
Round Rock`United States`2 backers
San Antonio`United States`2 backers
United States``121 backers
Brazil``1 backer
United Kingdom``1 backer
