left_primary`left_secondary`right_text
New York`United States`695 backers
London`United Kingdom`681 backers
Los Angeles`United States`570 backers
San Francisco`United States`450 backers
Singapore`Singapore`373 backers
Chicago`United States`298 backers
Seattle`United States`297 backers
Brooklyn`United States`248 backers
Austin`United States`238 backers
Sydney`Australia`235 backers
United States``15,388 backers
United Kingdom``1,926 backers
Canada``1,163 backers
Australia``854 backers
Germany``804 backers
France``403 backers
Singapore``373 backers
Japan``367 backers
Netherlands``330 backers
Switzerland``302 backers
