left_primary`left_secondary`right_text
Indianapolis`United States`11 backers
Greenwood`United States`6 backers
London`United Kingdom`4 backers
Chicago`United States`4 backers
Toronto`Canada`3 backers
Ottawa`Canada`2 backers
Sydney`Australia`2 backers
Boulder`United States`2 backers
Fort Lauderdale`United States`2 backers
Fort Wayne`United States`2 backers
United States``124 backers
Canada``9 backers
United Kingdom``7 backers
China``3 backers
Australia``2 backers
Chile``1 backer
Czech Republic``1 backer
France``1 backer
Germany``1 backer
Indonesia``1 backer
