left_primary`left_secondary`right_text
London`United Kingdom`180 backers
Singapore`Singapore`168 backers
Toronto`Canada`137 backers
Ljubljana`Slovenia`133 backers
Los Angeles`United States`129 backers
New York`United States`112 backers
Melbourne`Australia`110 backers
Seoul`South Korea`106 backers
Seattle`United States`105 backers
Sydney`Australia`103 backers
United States``5,563 backers
Canada``805 backers
United Kingdom``694 backers
Australia``425 backers
Hong Kong``268 backers
France``200 backers
Germany``199 backers
Slovenia``190 backers
Singapore``168 backers
Japan``147 backers
