left_primary`left_secondary`right_text
London`United Kingdom`208 backers
New York`United States`28 backers
Singapore`Singapore`23 backers
Los Angeles`United States`18 backers
Sydney`Australia`17 backers
San Francisco`United States`16 backers
Brooklyn`United States`11 backers
Melbourne`Australia`10 backers
Tokyo`Japan`10 backers
Paris`France`8 backers
United States``365 backers
United Kingdom``293 backers
Australia``45 backers
Germany``40 backers
Canada``35 backers
France``27 backers
Netherlands``26 backers
Japan``23 backers
Singapore``23 backers
Spain``21 backers
