AmountPledged,ofImages,ofVideos,ofDescText,backedProjects,createdProjects,websiteLinked,collaborator,accountVerified,facebookConnected,facebookFriends,noOfRewards,pledgeDescLength,pledge_ColemanLiau,followers_count,friends_count,public_list_count,tweets_count,likes_count,rating
11200.0,28.0,1.0,1647.0,6.0,1.0,4.0,1.0,1.0,1.0,741.0,17.0,826.0,14.78,27090.9858156028,1690.8857142857,298.5035971223,3940.9858156028004,4399.6086956521995,1.0
7000.0,7.0,1.0,1747.0,284.0,2.0,3.0,3.0,1.0,1.0,1397.0,11.0,560.0,8.52,1514.0,1166.0,66.0,2546.0,3818.0,1.0
100000.0,10.0,2.0,837.0,1.0,1.0,2.0,8.0,1.0,0.0,0.0,40.0,1776.0,7.88,27090.9858156028,1690.8857142857,298.5035971223,3940.9858156028004,4399.6086956521995,0.0
100000.0,5.0,1.0,574.0,29.0,1.0,1.0,5.0,0.0,0.0,0.0,10.0,394.0,11.59,27090.9858156028,1690.8857142857,298.5035971223,3940.9858156028004,4399.6086956521995,1.0
200000.0,30.0,1.0,1601.0,3.0,1.0,1.0,10.0,1.0,0.0,0.0,11.0,372.0,6.37,27090.9858156028,1690.8857142857,298.5035971223,3940.9858156028004,4399.6086956521995,0.0
20000.0,9.0,1.0,567.0,49.0,2.0,3.0,3.0,0.0,1.0,654.0,6.0,209.0,8.75,27090.9858156028,1690.8857142857,298.5035971223,3940.9858156028004,4399.6086956521995,1.0
20000.0,18.0,1.0,1069.0,11.0,1.0,5.0,1.0,1.0,0.0,0.0,12.0,424.0,7.42,27090.9858156028,1690.8857142857,298.5035971223,3940.9858156028004,4399.6086956521995,1.0
15000.0,12.0,2.0,1418.0,42.0,3.0,3.0,3.0,1.0,0.0,0.0,10.0,357.0,10.41,18665.0,19132.0,119.0,2545.0,3210.0,1.0
15000.0,8.0,1.0,1044.0,5.0,3.0,5.0,10.0,1.0,0.0,0.0,9.0,357.0,8.2,27090.9858156028,1690.8857142857,298.5035971223,3940.9858156028004,4399.6086956521995,1.0
11000.0,6.0,1.0,1529.0,25.0,3.0,1.0,3.0,1.0,0.0,0.0,12.0,766.0,7.43,27090.9858156028,1690.8857142857,298.5035971223,3940.9858156028004,4399.6086956521995,0.0
3000.0,0.0,1.0,423.0,49.0,7.0,3.0,3.0,1.0,1.0,344.0,7.0,253.0,7.76,27090.9858156028,1690.8857142857,298.5035971223,3940.9858156028004,4399.6086956521995,1.0
15000.0,13.0,1.0,1224.0,7.0,1.0,2.0,10.0,0.0,1.0,178.0,11.0,321.0,8.11,27090.9858156028,1690.8857142857,298.5035971223,3940.9858156028004,4399.6086956521995,1.0
6000.0,23.0,1.0,2682.0,17.0,2.0,4.0,3.0,1.0,1.0,2241.0,10.0,296.0,12.96,1351.0,991.0,16.0,118.0,112.0,1.0
38000.0,1.0,1.0,922.0,26.0,1.0,1.0,5.0,0.0,0.0,0.0,15.0,596.0,12.36,27090.9858156028,1690.8857142857,298.5035971223,3940.9858156028004,4399.6086956521995,1.0
38000.0,1.0,1.0,922.0,26.0,1.0,1.0,8.0,0.0,0.0,0.0,15.0,596.0,12.36,27090.9858156028,1690.8857142857,298.5035971223,3940.9858156028004,4399.6086956521995,1.0
10000.0,6.0,1.0,809.0,9.0,3.0,4.0,0.0,1.0,1.0,228.0,6.0,214.0,15.34,27090.9858156028,1690.8857142857,298.5035971223,3940.9858156028004,4399.6086956521995,1.0
43000.0,17.0,1.0,1670.0,23.0,1.0,3.0,10.0,0.0,1.0,2876.0,8.0,317.0,11.53,1742.0,1354.0,130.0,2572.0,1018.0,0.0
50000.0,29.0,1.0,2661.0,19.0,1.0,3.0,0.0,1.0,1.0,1349.0,14.0,600.0,8.92,5910.0,1655.0,125.0,1298.0,855.0,1.0
50000.0,24.0,1.0,1376.0,2.0,1.0,5.0,0.0,1.0,0.0,0.0,35.0,1683.0,12.94,4329.0,748.0,133.0,4034.0,1342.0,1.0
5000.0,8.0,2.0,308.0,137.0,14.0,3.0,5.0,0.0,1.0,129.0,9.0,259.0,11.03,27090.9858156028,1690.8857142857,298.5035971223,3940.9858156028004,4399.6086956521995,0.0
50000.0,22.0,2.0,666.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,8.0,334.0,10.5,27090.9858156028,1690.8857142857,298.5035971223,3940.9858156028004,4399.6086956521995,1.0
50000.0,25.0,1.0,1083.0,129.0,6.0,4.0,0.0,1.0,1.0,775.0,11.0,454.0,9.63,4039.0,5001.0,83.0,4723.0,2485.0,1.0
10000.0,53.0,1.0,1585.0,10.0,3.0,9.0,3.0,1.0,0.0,0.0,20.0,1159.0,5.97,3728.0,2497.0,80.0,1816.0,6154.0,1.0
10000.0,0.0,1.0,281.0,14.0,2.0,1.0,3.0,0.0,0.0,0.0,9.0,190.0,9.52,27090.9858156028,1690.8857142857,298.5035971223,3940.9858156028004,4399.6086956521995,1.0
10000.0,9.0,1.0,377.0,5.0,1.0,4.0,0.0,1.0,1.0,416.0,11.0,226.0,6.55,27090.9858156028,1690.8857142857,298.5035971223,3940.9858156028004,4399.6086956521995,0.0
29000.0,6.0,1.0,837.0,2.0,1.0,5.0,3.0,0.0,0.0,0.0,13.0,283.0,10.46,1220.0,3.0,93.0,547.0,42.0,1.0
7777.0,31.0,1.0,582.0,14.0,1.0,5.0,10.0,1.0,0.0,0.0,10.0,333.0,10.28,1512.0,1149.0,120.0,1535.0,1435.0,1.0
12000.0,16.0,1.0,1028.0,5.0,2.0,3.0,3.0,1.0,0.0,0.0,14.0,656.0,12.04,19773.0,1283.0,47.0,610.0,763.0,0.0
13000.0,26.0,1.0,1195.0,25.0,1.0,4.0,10.0,1.0,1.0,1175.0,13.0,282.0,11.25,1762.0,1347.0,63.0,10695.0,8707.0,1.0
20000.0,0.0,0.0,462.0,1.0,1.0,2.0,3.0,0.0,0.0,0.0,7.0,233.0,11.62,27090.9858156028,1690.8857142857,298.5035971223,3940.9858156028004,4399.6086956521995,1.0
1600.0,24.0,1.0,1213.0,13.0,2.0,1.0,0.0,1.0,1.0,416.0,9.0,153.0,14.37,27090.9858156028,1690.8857142857,298.5035971223,3940.9858156028004,4399.6086956521995,0.0
30000.0,33.0,1.0,1444.0,2.0,2.0,1.0,3.0,1.0,0.0,0.0,7.0,212.0,9.94,27090.9858156028,1690.8857142857,298.5035971223,3940.9858156028004,4399.6086956521995,0.0
25000.0,26.0,1.0,722.0,27.0,2.0,4.0,3.0,1.0,1.0,1106.0,14.0,560.0,10.14,4517.0,614.0,85.0,2366.0,28400.0,1.0
20000.0,12.0,1.0,1419.0,7.0,1.0,1.0,3.0,0.0,0.0,0.0,10.0,241.0,7.44,27090.9858156028,1690.8857142857,298.5035971223,3940.9858156028004,4399.6086956521995,0.0
25000.0,49.0,1.0,2133.0,16.0,3.0,3.0,1.0,1.0,1.0,713.0,12.0,444.0,8.81,2532.0,1999.0,88.0,2326.0,3373.0,0.0
10000.0,8.0,1.0,310.0,20.0,1.0,1.0,3.0,1.0,1.0,1254.0,15.0,453.0,9.91,27090.9858156028,1690.8857142857,298.5035971223,3940.9858156028004,4399.6086956521995,1.0
25000.0,40.0,4.0,1012.0,15.0,2.0,3.0,1.0,1.0,0.0,0.0,11.0,274.0,7.64,27090.9858156028,1690.8857142857,298.5035971223,3940.9858156028004,4399.6086956521995,0.0
25000.0,22.0,3.0,2278.0,25.0,3.0,3.0,3.0,1.0,0.0,0.0,9.0,262.0,10.77,27090.9858156028,1690.8857142857,298.5035971223,3940.9858156028004,4399.6086956521995,1.0
10000.0,0.0,1.0,1482.0,8.0,1.0,2.0,3.0,0.0,1.0,4998.0,7.0,344.0,14.72,27090.9858156028,1690.8857142857,298.5035971223,3940.9858156028004,4399.6086956521995,1.0
20000.0,9.0,1.0,567.0,49.0,2.0,3.0,0.0,0.0,1.0,654.0,6.0,209.0,8.75,27090.9858156028,1690.8857142857,298.5035971223,3940.9858156028004,4399.6086956521995,1.0
6000.0,13.0,1.0,1553.0,18.0,13.0,3.0,3.0,1.0,1.0,2062.0,17.0,644.0,10.72,3281.0,856.0,236.0,8786.0,2232.0,1.0
1.0,7.0,1.0,788.0,11.0,2.0,3.0,0.0,1.0,0.0,0.0,2.0,66.0,13.05,994.0,1651.0,13.0,440.0,83.0,1.0
10000.0,15.0,1.0,772.0,9.0,2.0,3.0,3.0,1.0,1.0,729.0,74.0,3926.0,11.02,1786.0,465.0,12.0,611.0,456.0,1.0
20000.0,13.0,1.0,962.0,33.0,3.0,1.0,1.0,1.0,0.0,0.0,11.0,446.0,9.74,27090.9858156028,1690.8857142857,298.5035971223,3940.9858156028004,4399.6086956521995,0.0
10000.0,64.0,1.0,1494.0,10.0,3.0,9.0,0.0,1.0,0.0,0.0,16.0,457.0,2.46,3728.0,2497.0,80.0,1816.0,6154.0,1.0
80000.0,15.0,1.0,667.0,3.0,2.0,1.0,10.0,1.0,1.0,358.0,15.0,483.0,9.99,27090.9858156028,1690.8857142857,298.5035971223,3940.9858156028004,4399.6086956521995,1.0
11000.0,6.0,1.0,1529.0,3.0,1.0,1.0,3.0,1.0,0.0,0.0,12.0,766.0,7.43,27090.9858156028,1690.8857142857,298.5035971223,3940.9858156028004,4399.6086956521995,1.0
50000.0,16.0,2.0,1469.0,6.0,2.0,3.0,3.0,1.0,1.0,222.0,9.0,259.0,8.81,67.0,151.0,6.0,294.0,52.0,0.0
200000.0,36.0,2.0,2842.0,2.0,1.0,2.0,5.0,1.0,1.0,868.0,6.0,472.0,9.56,27090.9858156028,1690.8857142857,298.5035971223,3940.9858156028004,4399.6086956521995,0.0
100000.0,55.0,1.0,1046.0,2.0,1.0,1.0,3.0,1.0,0.0,0.0,7.0,178.0,7.66,27090.9858156028,1690.8857142857,298.5035971223,3940.9858156028004,4399.6086956521995,0.0
5000.0,8.0,2.0,308.0,137.0,14.0,3.0,3.0,0.0,1.0,129.0,9.0,259.0,11.03,27090.9858156028,1690.8857142857,298.5035971223,3940.9858156028004,4399.6086956521995,0.0
25000.0,40.0,4.0,1012.0,15.0,2.0,3.0,8.0,1.0,0.0,0.0,11.0,274.0,7.64,27090.9858156028,1690.8857142857,298.5035971223,3940.9858156028004,4399.6086956521995,0.0
30000.0,13.0,1.0,1572.0,7.0,2.0,1.0,0.0,1.0,0.0,0.0,18.0,778.0,10.49,27090.9858156028,1690.8857142857,298.5035971223,3940.9858156028004,4399.6086956521995,0.0
35000.0,4.0,1.0,1077.0,19.0,1.0,3.0,8.0,0.0,1.0,612.0,12.0,941.0,11.31,27090.9858156028,1690.8857142857,298.5035971223,3940.9858156028004,4399.6086956521995,0.0
35000.0,58.0,1.0,2539.0,2.0,1.0,1.0,10.0,1.0,0.0,0.0,14.0,623.0,12.85,27090.9858156028,1690.8857142857,298.5035971223,3940.9858156028004,4399.6086956521995,0.0
80000.0,13.0,1.0,1959.0,2.0,1.0,4.0,1.0,1.0,0.0,0.0,12.0,503.0,10.59,8035.0,651.0,87.0,2238.0,652.0,0.0
100000.0,3.0,1.0,862.0,3.0,1.0,4.0,3.0,0.0,0.0,0.0,61.0,4374.0,8.3,5447.0,483.0,128.0,855.0,1004.0,0.0
7777.0,31.0,1.0,582.0,14.0,1.0,5.0,0.0,1.0,0.0,0.0,10.0,333.0,10.28,1512.0,1149.0,120.0,1535.0,1435.0,1.0
20000.0,9.0,1.0,567.0,49.0,2.0,3.0,8.0,0.0,1.0,654.0,6.0,209.0,8.75,27090.9858156028,1690.8857142857,298.5035971223,3940.9858156028004,4399.6086956521995,1.0
25000.0,6.0,1.0,1033.0,42.0,5.0,4.0,3.0,1.0,1.0,2154.0,7.0,193.0,11.41,884.0,1847.0,23.0,3014.0,2008.0,0.0
10000.0,0.0,1.0,425.0,5.0,1.0,3.0,8.0,0.0,1.0,4585.0,14.0,278.0,6.56,715.0,497.0,21.0,1161.0,57.0,1.0
10000.0,11.0,1.0,1108.0,4.0,1.0,2.0,8.0,1.0,1.0,276.0,15.0,693.0,9.04,27090.9858156028,1690.8857142857,298.5035971223,3940.9858156028004,4399.6086956521995,0.0
15000.0,8.0,1.0,1044.0,5.0,3.0,5.0,5.0,1.0,0.0,0.0,9.0,357.0,8.2,27090.9858156028,1690.8857142857,298.5035971223,3940.9858156028004,4399.6086956521995,1.0
25000.0,26.0,1.0,722.0,27.0,2.0,4.0,2.0,1.0,1.0,1106.0,14.0,560.0,10.14,4517.0,614.0,85.0,2366.0,28400.0,1.0
50000.0,23.0,1.0,862.0,5.0,3.0,2.0,3.0,1.0,0.0,0.0,12.0,371.0,7.75,27090.9858156028,1690.8857142857,298.5035971223,3940.9858156028004,4399.6086956521995,1.0
20000.0,19.0,1.0,1810.0,9.0,1.0,4.0,3.0,0.0,1.0,685.0,12.0,469.0,12.01,155.0,132.0,31.0,238.0,41.0,1.0
10000.0,64.0,1.0,1494.0,10.0,3.0,9.0,0.0,1.0,0.0,0.0,16.0,457.0,2.46,3728.0,2497.0,80.0,1816.0,6154.0,1.0
2500.0,17.0,1.0,1143.0,42.0,3.0,3.0,3.0,1.0,0.0,0.0,12.0,635.0,10.03,18665.0,19132.0,119.0,2545.0,3210.0,1.0
8000.0,0.0,1.0,524.0,58.0,1.0,5.0,0.0,0.0,0.0,0.0,13.0,553.0,13.93,27090.9858156028,1690.8857142857,298.5035971223,3940.9858156028004,4399.6086956521995,1.0
50000.0,9.0,1.0,715.0,2.0,1.0,1.0,3.0,1.0,0.0,0.0,40.0,2327.0,14.06,27090.9858156028,1690.8857142857,298.5035971223,3940.9858156028004,4399.6086956521995,1.0
10000.0,22.0,1.0,650.0,54.0,2.0,4.0,10.0,1.0,1.0,229.0,4.0,118.0,5.89,603.0,627.0,38.0,1756.0,5749.0,1.0
7000.0,12.0,1.0,826.0,1.0,1.0,4.0,0.0,1.0,0.0,0.0,11.0,870.0,10.21,3185.0,251.0,7.0,80.0,69.0,1.0
35000.0,12.0,3.0,2371.0,2.0,2.0,1.0,3.0,1.0,0.0,0.0,12.0,562.0,12.59,27090.9858156028,1690.8857142857,298.5035971223,3940.9858156028004,4399.6086956521995,1.0
20000.0,14.0,1.0,834.0,14.0,2.0,3.0,10.0,1.0,0.0,0.0,11.0,471.0,10.22,27090.9858156028,1690.8857142857,298.5035971223,3940.9858156028004,4399.6086956521995,1.0
15000.0,19.0,1.0,1058.0,2.0,1.0,2.0,3.0,1.0,0.0,0.0,17.0,676.0,12.4,27090.9858156028,1690.8857142857,298.5035971223,3940.9858156028004,4399.6086956521995,1.0
5000.0,22.0,2.0,1020.0,8.0,2.0,6.0,10.0,1.0,1.0,323.0,10.0,170.0,8.15,27090.9858156028,1690.8857142857,298.5035971223,3940.9858156028004,4399.6086956521995,1.0
22500.0,22.0,1.0,1274.0,8.0,1.0,1.0,10.0,1.0,0.0,0.0,11.0,448.0,11.66,27090.9858156028,1690.8857142857,298.5035971223,3940.9858156028004,4399.6086956521995,1.0
34000.0,8.0,1.0,1622.0,11.0,1.0,1.0,3.0,0.0,1.0,25.0,35.0,1839.0,8.48,27090.9858156028,1690.8857142857,298.5035971223,3940.9858156028004,4399.6086956521995,1.0
81000.0,2.0,3.0,3288.0,5.0,1.0,3.0,10.0,0.0,0.0,0.0,21.0,1275.0,9.34,27090.9858156028,1690.8857142857,298.5035971223,3940.9858156028004,4399.6086956521995,1.0
50000.0,19.0,1.0,1101.0,25.0,2.0,1.0,3.0,1.0,1.0,377.0,10.0,344.0,13.44,27090.9858156028,1690.8857142857,298.5035971223,3940.9858156028004,4399.6086956521995,1.0
8500.0,0.0,1.0,1204.0,1.0,1.0,7.0,3.0,0.0,0.0,0.0,12.0,1083.0,10.96,27090.9858156028,1690.8857142857,298.5035971223,3940.9858156028004,4399.6086956521995,1.0
5000.0,24.0,2.0,1064.0,4.0,2.0,5.0,10.0,1.0,1.0,433.0,13.0,420.0,10.59,810.0,1449.0,43.0,1331.0,9391.0,1.0
15000.0,20.0,1.0,1299.0,5.0,1.0,1.0,3.0,0.0,1.0,592.0,10.0,77.0,14.63,27090.9858156028,1690.8857142857,298.5035971223,3940.9858156028004,4399.6086956521995,1.0
42000.0,4.0,1.0,992.0,16.0,1.0,3.0,10.0,0.0,0.0,0.0,14.0,433.0,9.83,27090.9858156028,1690.8857142857,298.5035971223,3940.9858156028004,4399.6086956521995,1.0
20000.0,5.0,1.0,911.0,48.0,2.0,2.0,5.0,1.0,0.0,0.0,21.0,713.0,9.46,29066.0,1111.0,1057.0,488.0,12598.0,1.0
8725.0,26.0,1.0,988.0,22.0,2.0,1.0,3.0,1.0,0.0,0.0,6.0,322.0,13.37,27090.9858156028,1690.8857142857,298.5035971223,3940.9858156028004,4399.6086956521995,1.0
75000.0,1.0,1.0,1159.0,27.0,1.0,4.0,0.0,0.0,1.0,994.0,20.0,801.0,11.9,2174.0,1589.0,67.0,1834.0,492.0,1.0
15000.0,49.0,1.0,1190.0,129.0,6.0,4.0,10.0,1.0,1.0,775.0,7.0,187.0,7.98,4039.0,5001.0,83.0,4723.0,2485.0,1.0
15000.0,20.0,1.0,1299.0,5.0,1.0,1.0,10.0,0.0,1.0,592.0,10.0,77.0,14.63,27090.9858156028,1690.8857142857,298.5035971223,3940.9858156028004,4399.6086956521995,1.0
85000.0,5.0,1.0,644.0,62.0,4.0,3.0,0.0,1.0,0.0,0.0,13.0,701.0,12.06,145649.0,468.0,2181.0,5914.0,510.0,1.0
12500.0,38.0,2.0,1574.0,26.0,2.0,5.0,3.0,1.0,1.0,243.0,10.0,528.0,7.41,191.0,123.0,153.0,1859.0,136.0,1.0
50.0,9.0,1.0,932.0,294.0,7.0,5.0,8.0,1.0,1.0,477.0,9.0,285.0,8.48,1446.0,583.0,68.0,3292.0,789.0,1.0
18500.0,6.0,1.0,964.0,4.0,1.0,3.0,5.0,0.0,1.0,1087.0,12.0,793.0,12.3,1400.0,977.0,62.0,1533.0,529.0,1.0
20000.0,19.0,1.0,1810.0,9.0,1.0,4.0,10.0,0.0,1.0,685.0,12.0,469.0,12.01,155.0,132.0,31.0,238.0,41.0,1.0
14000.0,7.0,1.0,1386.0,15.0,1.0,1.0,0.0,1.0,1.0,731.0,8.0,318.0,9.76,27090.9858156028,1690.8857142857,298.5035971223,3940.9858156028004,4399.6086956521995,0.0
15000.0,19.0,1.0,1058.0,2.0,1.0,2.0,10.0,1.0,0.0,0.0,17.0,676.0,12.4,27090.9858156028,1690.8857142857,298.5035971223,3940.9858156028004,4399.6086956521995,1.0
10000.0,15.0,1.0,772.0,9.0,2.0,3.0,10.0,1.0,1.0,729.0,74.0,3926.0,11.02,1786.0,465.0,12.0,611.0,456.0,1.0
19000.0,28.0,6.0,2702.0,11.0,4.0,1.0,10.0,1.0,0.0,0.0,11.0,636.0,11.02,27090.9858156028,1690.8857142857,298.5035971223,3940.9858156028004,4399.6086956521995,1.0
10000.0,7.0,1.0,1276.0,56.0,1.0,3.0,3.0,0.0,0.0,0.0,7.0,198.0,10.37,2725.0,480.0,119.0,9807.0,11246.0,1.0
34000.0,12.0,1.0,1240.0,2.0,2.0,6.0,1.0,1.0,1.0,331.0,9.0,336.0,8.09,27090.9858156028,1690.8857142857,298.5035971223,3940.9858156028004,4399.6086956521995,1.0
25000.0,26.0,1.0,722.0,27.0,2.0,4.0,1.0,1.0,1.0,1106.0,14.0,560.0,10.14,4517.0,614.0,85.0,2366.0,28400.0,1.0
12000.0,8.0,1.0,1995.0,2.0,1.0,3.0,3.0,1.0,0.0,0.0,11.0,320.0,6.97,27090.9858156028,1690.8857142857,298.5035971223,3940.9858156028004,4399.6086956521995,1.0
50000.0,58.0,2.0,2814.0,154.0,9.0,6.0,10.0,1.0,1.0,1496.0,17.0,1314.0,11.67,2.0,1.0,298.5035971223,1.0,4399.6086956521995,1.0
25000.0,26.0,1.0,722.0,27.0,2.0,4.0,3.0,1.0,1.0,1106.0,14.0,560.0,10.14,4517.0,614.0,85.0,2366.0,28400.0,0.0
20000.0,53.0,1.0,1505.0,20.0,5.0,4.0,10.0,0.0,0.0,0.0,8.0,170.0,6.82,554.0,1123.0,24.0,1658.0,27.0,1.0
15000.0,19.0,1.0,1058.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,17.0,676.0,12.4,27090.9858156028,1690.8857142857,298.5035971223,3940.9858156028004,4399.6086956521995,1.0
10000.0,14.0,6.0,1538.0,2.0,2.0,4.0,0.0,1.0,1.0,75.0,9.0,244.0,11.05,27090.9858156028,1690.8857142857,298.5035971223,3940.9858156028004,4399.6086956521995,0.0
15000.0,62.0,1.0,3470.0,1.0,2.0,3.0,10.0,1.0,0.0,0.0,82.0,3203.0,9.43,6309.0,1411.0,212.0,4545.0,4399.6086956521995,0.0
5000.0,41.0,2.0,1195.0,9.0,2.0,3.0,3.0,1.0,1.0,729.0,13.0,440.0,8.95,1786.0,465.0,12.0,611.0,456.0,1.0
7777.0,31.0,1.0,582.0,14.0,1.0,5.0,3.0,1.0,0.0,0.0,10.0,333.0,10.28,1512.0,1149.0,120.0,1535.0,1435.0,0.0
100000.0,24.0,1.0,1035.0,12.0,1.0,3.0,1.0,1.0,1.0,1211.0,11.0,340.0,10.7,1179.0,182.0,72.0,1100.0,670.0,0.0
10000.0,28.0,2.0,1807.0,6.0,1.0,1.0,10.0,1.0,1.0,663.0,12.0,675.0,9.49,27090.9858156028,1690.8857142857,298.5035971223,3940.9858156028004,4399.6086956521995,1.0
25000.0,26.0,1.0,722.0,27.0,2.0,4.0,3.0,1.0,1.0,1106.0,14.0,560.0,10.14,4517.0,614.0,85.0,2366.0,28400.0,0.0
20000.0,50.0,2.0,1039.0,10.0,1.0,3.0,10.0,0.0,1.0,869.0,11.0,167.0,13.46,27090.9858156028,1690.8857142857,298.5035971223,3940.9858156028004,4399.6086956521995,1.0
50000.0,29.0,1.0,1555.0,90.0,4.0,1.0,3.0,1.0,1.0,317.0,19.0,658.0,9.91,27090.9858156028,1690.8857142857,298.5035971223,3940.9858156028004,4399.6086956521995,1.0
15000.0,19.0,1.0,1058.0,2.0,1.0,2.0,3.0,1.0,0.0,0.0,17.0,676.0,12.4,27090.9858156028,1690.8857142857,298.5035971223,3940.9858156028004,4399.6086956521995,1.0
50000.0,6.0,1.0,2281.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,16.0,636.0,12.06,27090.9858156028,1690.8857142857,298.5035971223,3940.9858156028004,4399.6086956521995,0.0
500000.0,61.0,1.0,2088.0,22.0,2.0,3.0,8.0,1.0,1.0,2330.0,10.0,348.0,12.94,21293.0,5257.0,688.0,14774.0,10940.0,0.0
40000.0,13.0,1.0,1075.0,1.0,1.0,3.0,3.0,0.0,0.0,0.0,6.0,302.0,9.57,27090.9858156028,1690.8857142857,298.5035971223,3940.9858156028004,4399.6086956521995,1.0
11000.0,6.0,1.0,1529.0,15.0,1.0,1.0,0.0,1.0,0.0,0.0,12.0,766.0,7.43,27090.9858156028,1690.8857142857,298.5035971223,3940.9858156028004,4399.6086956521995,1.0
20000.0,64.0,1.0,2859.0,41.0,2.0,2.0,8.0,1.0,1.0,2517.0,6.0,174.0,10.92,27090.9858156028,1690.8857142857,298.5035971223,3940.9858156028004,4399.6086956521995,0.0
20000.0,42.0,1.0,675.0,28.0,2.0,1.0,10.0,1.0,0.0,0.0,43.0,1568.0,10.44,27090.9858156028,1690.8857142857,298.5035971223,3940.9858156028004,4399.6086956521995,0.0
25000.0,26.0,1.0,722.0,27.0,2.0,4.0,8.0,1.0,1.0,1106.0,14.0,560.0,10.14,4517.0,614.0,85.0,2366.0,28400.0,0.0
50000.0,18.0,4.0,1653.0,9.0,1.0,6.0,1.0,1.0,1.0,1514.0,15.0,409.0,10.14,4583.0,1749.0,445.0,4704.0,5437.0,0.0
50000.0,52.0,7.0,1817.0,7.0,1.0,4.0,10.0,1.0,0.0,0.0,9.0,666.0,12.48,228.0,175.0,27.0,226.0,237.0,1.0
5000.0,7.0,1.0,984.0,5.0,1.0,4.0,3.0,0.0,0.0,0.0,11.0,225.0,9.57,27090.9858156028,1690.8857142857,298.5035971223,3940.9858156028004,4399.6086956521995,1.0
10000.0,47.0,1.0,974.0,19.0,3.0,4.0,8.0,1.0,0.0,0.0,7.0,208.0,7.56,27090.9858156028,1690.8857142857,298.5035971223,3940.9858156028004,4399.6086956521995,0.0
20000.0,5.0,1.0,657.0,9.0,1.0,3.0,0.0,0.0,0.0,0.0,14.0,804.0,9.43,27090.9858156028,1690.8857142857,298.5035971223,3940.9858156028004,4399.6086956521995,1.0
15000.0,27.0,1.0,1851.0,103.0,1.0,2.0,0.0,1.0,0.0,0.0,7.0,283.0,12.65,27090.9858156028,1690.8857142857,298.5035971223,3940.9858156028004,4399.6086956521995,1.0
50000.0,32.0,1.0,825.0,1.0,1.0,2.0,3.0,1.0,0.0,0.0,8.0,164.0,12.78,27090.9858156028,1690.8857142857,298.5035971223,3940.9858156028004,4399.6086956521995,0.0
27000.0,38.0,3.0,1334.0,14.0,1.0,4.0,2.0,1.0,1.0,163.0,12.0,662.0,10.78,27090.9858156028,1690.8857142857,298.5035971223,3940.9858156028004,4399.6086956521995,1.0
30000.0,4.0,1.0,770.0,35.0,2.0,5.0,3.0,1.0,1.0,594.0,24.0,1159.0,10.56,27090.9858156028,1690.8857142857,298.5035971223,3940.9858156028004,4399.6086956521995,1.0
25000.0,19.0,2.0,1500.0,17.0,1.0,4.0,10.0,1.0,0.0,0.0,9.0,627.0,10.49,2049.0,2193.0,163.0,4830.0,18464.0,1.0
50000.0,61.0,1.0,2084.0,4.0,1.0,1.0,3.0,1.0,1.0,1842.0,10.0,425.0,11.87,27090.9858156028,1690.8857142857,298.5035971223,3940.9858156028004,4399.6086956521995,0.0
65000.0,0.0,1.0,186.0,64.0,3.0,2.0,1.0,1.0,1.0,1103.0,4.0,91.0,9.56,27090.9858156028,1690.8857142857,298.5035971223,3940.9858156028004,4399.6086956521995,1.0
10000.0,23.0,2.0,942.0,19.0,3.0,5.0,0.0,1.0,0.0,0.0,7.0,197.0,9.36,27090.9858156028,1690.8857142857,298.5035971223,3940.9858156028004,4399.6086956521995,0.0
22000.0,42.0,1.0,1528.0,33.0,3.0,3.0,0.0,1.0,0.0,0.0,11.0,714.0,7.24,535.0,1833.0,72.0,1309.0,180.0,0.0
85000.0,14.0,1.0,900.0,24.0,1.0,1.0,1.0,0.0,1.0,1101.0,12.0,493.0,8.58,27090.9858156028,1690.8857142857,298.5035971223,3940.9858156028004,4399.6086956521995,1.0
25000.0,47.0,2.0,2520.0,7.0,1.0,6.0,10.0,1.0,1.0,1928.0,21.0,2154.0,9.86,1795.0,4980.0,61.0,1914.0,4258.0,1.0
5000.0,4.0,1.0,297.0,10.0,1.0,2.0,10.0,1.0,0.0,0.0,5.0,125.0,9.74,679.0,155.0,13.0,686.0,13.0,1.0
50000.0,61.0,1.0,2084.0,4.0,1.0,1.0,3.0,1.0,1.0,1842.0,10.0,425.0,11.87,27090.9858156028,1690.8857142857,298.5035971223,3940.9858156028004,4399.6086956521995,0.0
10000.0,2.0,1.0,1177.0,3.0,1.0,4.0,8.0,0.0,1.0,3239.0,14.0,611.0,10.98,27090.9858156028,1690.8857142857,298.5035971223,3940.9858156028004,4399.6086956521995,1.0
15000.0,27.0,1.0,1851.0,103.0,1.0,2.0,0.0,1.0,0.0,0.0,7.0,283.0,12.65,27090.9858156028,1690.8857142857,298.5035971223,3940.9858156028004,4399.6086956521995,1.0
5000.0,41.0,2.0,1195.0,9.0,2.0,3.0,3.0,1.0,1.0,729.0,13.0,440.0,8.95,1786.0,465.0,12.0,611.0,456.0,0.0
20000.0,22.0,1.0,730.0,8.0,1.0,5.0,0.0,0.0,1.0,2706.0,11.0,376.0,8.36,284.0,284.0,18.0,595.0,135.0,1.0
