Id,NumOfBackers,MoneyRaised,AmountPledged,FAQcount,UpdateCount,CommentsCount,ProjectCAtegory,ProjectLocation,ofImages,ofVideos,ofDescText,backersLeastRewards,backersMaxRewards,backedProjects,createdProjects,backerLocation,websiteLinked,collaborator,accountVerified,facebookConnected,facebookFriends,countCreator,countSuperBacker,commentsText,AmazonCategory,AmazonPrice,AmazonImagesVideo,AmazonProdDescLength,rating
164,10617,458071,25000,9,41,2260,Product Design,Slovenia,26,1,722,24,1,27,2,Slovenia,4,3,1,1,1106,416,115,2260,Home Kitchen,31.5,6,3139,4.4
165,3737,81329,20000,7,36,335,Design,MA,12,1,1419,60,182,7,1,MA,1,3,0,0,0,44,16,335,Electronics,19.99,4,1428,3.4
166,1013,145230,25000,15,28,430,Technology,TX,49,1,2133,31,74,16,3,TX,3,1,1,1,713,78,33,430,Tools Home Improvement,43.45,9,5251,3.3
167,1103,44109,10000,3,12,51,Vegan,MA,8,1,310,23,0,20,1,MA,1,3,1,1,1254,10,3,51,Grocery Gourmet Food,19.99,8,629,4.2
168,1387,136053,25000,9,38,522,Gadgets,CA,40,4,1012,12,0,15,2,CA,3,1,1,0,0,147,60,522,Electronics,99.99,9,4060,3.4
169,1870,54467,25000,5,47,213,Tabletop Games,NY,22,3,2278,275,0,25,3,NY,3,3,1,0,0,73,9,217,Toys Games,25,5,1550,4.2
170,232,13187,10000,0,8,4,Jazz,NY,0,1,1482,40,0,8,1,NY,2,3,0,1,4998,0,0,4,Digital Music,7.99,3,1125,4.6
171,666,41209,20000,1,17,73,Product Design,AU,9,1,567,124,4,49,2,AU,3,0,0,1,654,20,4,73,Cell Phones Accessories,9.95,7,106,4.4
172,275,6689,6000,0,10,2,Nonfiction,OR,13,1,1553,5,0,18,13,OR,3,3,1,1,2062,0,0,2,Books,8.99,9,1081,4.5
173,108,6256,1,0,13,1,Documentary,WA,7,1,788,80,21,11,2,WA,3,0,1,0,0,0,0,1,Amazon Video,3.99,9,3528,4.1
174,2149,107662,10000,0,15,405,Product Design,NY,15,1,772,66,0,9,2,NY,3,3,1,1,729,1,78,405,Home Kitchen,24.99,6,20,4.4
175,317,24398,20000,4,6,156,Product Design,CT,13,1,962,3,1,33,3,CT,1,1,1,0,0,38,65,156,Tools Home Improvement,48.51,8,5299,3.8
176,1989,72256,10000,0,17,222,Product Design,CO,64,1,1494,17,0,10,3,CO,9,0,1,0,0,68,71,224,Electronics,12,7,3225,4.2
177,2651,108667,80000,0,18,353,Gadgets,FL,15,1,667,12,2,3,2,FL,1,10,1,1,358,70,42,353,Electronics,29.99,6,3634,4.2
178,31,11185,11000,0,0,0,Small Batch,OR,6,1,1529,1,1,3,1,OR,1,3,1,0,0,0,0,0,Grocery Gourmet Food,16.08,5,6554,4.4
179,359,30074,20000,0,36,12,Product Design,CA,19,1,1810,19,2,9,1,CA,4,10,0,1,685,2,0,12,Toys Games,14.99,7,2342,4.4
180,188,57754,50000,22,17,40,Hardware,CA,16,2,1469,19,5,6,2,CA,3,3,1,1,222,17,2,40,Electronics,32.8,5,3369,3.1
181,212,25938,16000,0,0,0,Electronic Music,MA,3,1,606,2,2,5,2,MA,1,1,0,0,0,0,0,0,CDs Vinyl,195.66,4,1723,4.7
182,1154,37184,7000,3,13,242,Product Design,WI,9,6,1646,657,8,27,5,WI,3,3,1,1,566,34,50,242,Automotive,20,9,4644,5
183,666,41209,20000,1,17,73,Product Design,AU,9,1,567,124,4,49,2,AU,3,3,0,1,654,20,4,73,Amazon Launchpad,59.9,9,3821,4.3
184,603,30910,30000,0,8,8,Documentary,MD,3,1,718,53,0,7,2,MD,1,3,0,1,1938,0,0,8,Amazon Video,2.99,9,3525,4.2
185,275,6689,6000,0,10,2,Nonfiction,OR,13,1,1553,5,0,18,13,OR,3,10,1,1,2062,0,0,2,Books,13.48,6,1081,4.5
186,697,22362,20000,5,16,41,Music,FL,2,1,590,267,1,19,3,FL,2,0,0,0,0,2,0,41,Digital Music,8.99,7,737,4.8
187,2651,108667,80000,0,18,353,Gadgets,FL,15,1,667,12,2,3,2,FL,1,3,1,1,358,70,42,353,Electronics,29.99,6,3634,4.2
188,1357,1368177,200000,4,66,1711,Camera Equipment,CA,36,2,2842,276,220,2,1,CA,2,5,1,1,868,263,39,1714,Toys Games,149,5,3717,3.7
189,251,42122,12000,4,25,44,Gadgets,CO,11,1,591,10,1,5,1,CO,1,3,1,1,106,5,18,44,Office Products,14.3,4,2539,4.6
190,315,14209,10000,0,27,110,Tabletop Games,AZ,32,0,447,5,0,32,15,AZ,1,10,1,0,0,23,39,110,Toys Games,13,2,2921,5
191,2180,193376,60000,10,46,372,Hardware,South Korea,20,2,2387,18,2,3,1,NY,2,0,1,1,1215,104,39,373,Sports Outdoors,9.95,5,2335,5
192,1751,146313,79000,0,13,78,Graphic Design,NY,24,1,3329,14,1,22,3,NY,3,3,1,1,139,24,1,78,Books,8.99,6,0,4.3
193,108,6256,1,0,13,1,Documentary,WA,7,1,788,80,21,11,2,WA,3,0,1,0,0,0,0,1,Amazon Video,3.99,7,1420,4.3
194,394,382027,100000,19,18,609,3D Printing,CA,55,1,1046,6,53,2,1,CA,1,3,1,0,0,47,74,589,Industrial Scientific,799.99,8,4508,3.6
195,359,30074,20000,0,36,12,Product Design,CA,19,1,1810,19,2,9,1,CA,4,3,0,1,685,2,0,12,Toys Games,22.99,7,2596,4.5
196,31,11185,11000,0,0,0,Small Batch,OR,6,1,1529,1,1,7,1,OR,1,2,1,0,0,0,0,0,Grocery Gourmet Food,9.73,5,5946,4.2
197,2149,107662,10000,0,15,405,Product Design,NY,15,1,772,66,0,9,2,NY,3,3,1,1,729,1,78,405,Home Kitchen,24.99,6,20,4.4
198,2618,187047,100000,0,18,217,Indie Rock,IN,18,1,2930,50,0,20,2,KY,4,5,1,0,0,42,1,217,Digital Music,8.99,2,0,4.5
199,46520,3105473,2000000,24,48,3696,Narrative Film,CA,13,1,2223,9133,1,16,1,CA,2,8,0,0,0,21,59,3697,Movies TV,45,3,642,4
200,1564,23896,15000,1,9,30,Graphic Novels,IL,26,1,641,177,1,57,11,IL,2,2,1,1,1376,2,4,30,Books,49,9,1064,4.7
201,180,5413,5000,0,12,31,Product Design,NY,8,2,308,0,2,137,14,NY,3,3,0,1,129,11,6,31,Tools Home Improvement,16.99,3,1349,3.8
202,1387,136053,25000,9,38,522,Gadgets,CA,40,4,1012,12,0,15,2,CA,3,8,1,0,0,147,60,522,Home Kitchen,99.99,9,4060,3.4
203,26457,2344134,30000,51,35,2321,Hardware,MA,13,1,1572,1053,1,7,2,MA,1,0,1,0,0,0,1,50,Toys Games,8.99,6,3528,3.8
204,67,27076,15000,1,12,6,Jewelry,FL,19,1,1058,1,6,2,1,FL,2,3,1,0,0,3,0,7,Clothing Shoes Jewelry,650,6,1953,5
205,124,1874,1200,0,3,23,Mixed Media,TX,5,1,1582,2,0,5,1,TX,3,2,0,1,551,5,4,23,Home Kitchen,21.99,5,3000,4.3
206,113,24242,23400,8,13,13,Gadgets,CA,25,3,848,57,1,1,1,CA,5,10,1,1,565,4,4,13,Cell Phones Accessories,38.5,4,3593,4.2
207,631,37214,35000,1,9,8,Narrative Film,NY,4,1,1077,54,0,19,1,NY,3,8,0,1,612,2,1,8,Movies TV,105,1,1383,3.1
208,566,33923,15000,7,15,166,Product Design,Canada,8,1,1044,5,11,5,3,MA,5,3,1,0,0,63,24,174,Home Kitchen,31.95,7,3393,4.6
209,512,35028,30000,3,14,69,Gadgets,CA,33,1,1023,54,0,38,1,CA,1,0,1,1,870,21,5,70,Toys Games,39.95,9,3322,4
210,138,7844,5000,0,19,52,Product Design,UT,6,1,1041,16,12,4,3,UT,1,3,1,1,462,10,3,52,Home Kitchen,41.99,3,2579,4.4
211,215,38668,35000,0,9,24,Product Design,WA,58,1,2539,10,2,2,1,WA,1,10,1,0,0,6,2,24,Industrial Scientific,89.99,7,2778,3.9
212,730,443806,80000,3,7,63,Product Design,CA,13,1,1959,52,0,2,1,CA,4,1,1,0,0,10,1,63,Sports Outdoors,48,4,2443,3.8
213,1334,121084,100000,2,59,291,Romance,UK,3,1,862,66,1,3,1,UK,4,3,0,0,0,61,1,291,Movies TV,16.7,1,746,3.7
214,326,21091,7777,1,14,50,Product Design,France,31,1,582,22,6,14,1,France,5,0,1,0,0,20,13,50,Toys Games,49.95,9,2419,5
215,666,41209,20000,1,17,73,Product Design,AU,9,1,567,124,4,49,2,AU,3,8,0,1,654,20,4,73,Cell Phones Accessories,9.95,7,106,4.4
216,853,41802,25000,2,23,25,Periodicals,CA,6,1,1033,190,1,42,5,CA,4,3,1,1,2154,10,0,25,Books,24.99,6,462,3.9
217,116,11305,10000,2,12,15,World Music,CA,0,1,425,0,0,5,1,CA,3,8,0,1,4585,3,0,15,Digital Music,8.99,4,2967,4.9
218,417,24592,10000,0,17,28,Food,CO,11,1,1108,1,3,4,1,CO,2,8,1,1,276,2,7,28,Grocery Gourmet Food,28.23,9,3725,3.9
219,2816,365662,50000,25,25,1051,Technology,TX,35,2,863,42,0,16,3,TX,3,3,1,1,713,123,154,1055,Tools Home Improvement,42.99,7,3739,3.1
220,566,33923,15000,7,15,166,Product Design,Canada,8,1,1044,5,11,5,3,MA,5,5,1,0,0,63,24,174,Home Kitchen,33.88,7,3387,4.6
221,10617,458071,25000,9,41,2260,Product Design,Slovenia,26,1,722,24,1,27,2,Slovenia,4,2,1,1,1106,416,115,2260,Home Kitchen,30.03,6,3139,4.1
222,387,82005,50000,6,37,81,Fashion,Canada,23,1,862,17,0,5,3,Canada,2,3,1,0,0,21,15,81,Clothing Shoes Jewelry,208.7,7,1593,4.5
223,359,30074,20000,0,36,12,Product Design,CA,19,1,1810,19,2,9,1,CA,4,3,0,1,685,2,0,12,Toys Games,35.19,9,3124,4.7
224,438,37828,35000,1,31,47,Narrative Film,NY,4,1,608,63,0,17,1,NY,1,3,0,0,0,5,3,47,Movies TV,399,1,445,3.6
225,1989,72256,10000,0,17,222,Product Design,CO,64,1,1494,17,0,10,3,CO,9,0,1,0,0,68,71,224,Electronics,35.97,8,2897,4.2
226,657,54693,2500,0,19,104,Design,FL,17,1,1143,34,46,42,3,FL,3,3,1,0,0,44,12,104,Sports Outdoors,67.99,9,3605,4.9
227,1065,58387,50000,0,22,193,Product Design,FL,16,1,486,34,30,31,1,FL,2,0,1,1,381,59,22,193,Cell Phones Accessories,29.99,9,3075,3.7
228,1319,46338,8000,3,17,69,Nonfiction,NY,0,1,524,4,2,58,1,NY,5,0,0,0,0,12,11,70,Books,480,4,0,4.2
229,749,65305,50000,0,13,31,Documentary,NY,9,1,715,18,0,2,1,NY,1,3,1,0,0,0,1,31,Movies TV,15.99,1,3432,4.9
230,710,25905,24995,0,51,186,Product Design,MI,16,1,1065,22,0,10,5,MI,4,10,1,1,569,36,43,186,Home Kitchen,14.99,7,1103,3.4
231,500,13020,10000,0,26,58,Tabletop Games,CA,22,1,650,28,41,54,2,CA,4,10,1,1,229,18,9,63,Toys Games,30,7,391,4.5
232,397,20764,7000,1,8,42,Product Design,CA,12,1,826,31,0,1,1,CA,4,0,1,0,0,19,6,42,Health Household,29.15,6,2743,4.1
233,558,53717,35000,2,15,53,Film & Video,NY,12,3,2371,63,1,2,2,NY,1,3,1,0,0,12,5,53,Movies TV,19.99,1,2738,4.3
234,1049,41869,20000,2,23,257,Gadgets,Denmark,14,1,834,5,1,14,2,Denmark,3,10,1,0,0,92,17,257,Cell Phones Accessories,37.74,3,1871,4.4
235,613,166140,50000,7,14,282,Technology,TX,30,1,888,101,2,17,1,TX,1,0,1,1,668,74,30,282,Tools Home Improvement,399.99,5,1712,2.7
236,860,71281,30000,9,18,190,Gadgets,CA,33,1,1444,713,0,2,2,CA,1,1,1,0,0,17,57,193,Sports Outdoors,96.75,3,2866,3.8
237,67,27076,15000,1,12,6,Jewelry,FL,19,1,1058,1,6,2,1,FL,2,3,1,0,0,3,0,7,Clothing Shoes Jewelry,650,9,1953,5
238,101,7190,5000,0,24,6,Product Design,CA,22,2,1020,1,9,8,2,CA,6,10,1,1,323,1,1,6,Home Kitchen,19.53,4,5504,5
239,159,24229,22500,9,27,52,Flight,IN,22,1,1274,6,2,8,1,IN,1,10,1,0,0,18,3,52,Electronics,14.99,5,3477,4.1
240,2180,193376,60000,10,46,372,Hardware,South Korea,20,2,2387,18,2,3,1,NY,2,3,1,1,1215,104,39,373,Sports Outdoors,137.75,7,2713,3.2
241,4194,117660,34000,8,89,567,Comics,NJ,8,1,1622,32,0,11,1,NJ,1,3,0,1,25,26,114,567,Books,23,4,624,4.6
242,4905,326593,81000,0,19,419,Rock,IL,2,3,3288,65,0,5,1,IL,3,10,0,0,0,8,4,420,Digital Music,8.99,1,1188,4.8
243,3421,253578,70000,0,22,623,Product Design,Ukraine,53,2,1849,10,0,21,3,Ukraine,1,1,1,1,1656,79,83,623,Electronics,53.99,9,2969,3.6
244,1961,241204,50000,1,11,344,Product Design,VT,19,1,1101,500,8,25,2,VT,1,3,1,1,377,51,35,344,Home Kitchen,120,3,2140,4.3
245,200,16369,8500,3,20,161,Product Design,CA,0,1,1204,10,0,1,1,CA,7,3,0,0,0,36,15,161,Sports Outdoors,79.99,9,5072,4.6
246,386,13079,5000,0,8,44,Wearables,CA,24,2,1064,1,0,4,2,CA,5,10,1,1,433,19,0,44,Cell Phones Accessories,39,7,3840,4.1
247,378,19372,15000,1,17,112,Product Design,MA,20,1,1299,5,14,5,1,MA,1,3,0,1,592,36,7,112,Clothing Shoes Jewelry,74,5,336,4.8
248,324,42141,42000,3,10,26,Music,NY,4,1,992,19,0,16,1,NY,3,10,0,0,0,10,2,26,CDs Vinyl,49.95,4,1355,4.2
249,725,35588,20000,0,13,36,Comics,OR,5,1,911,65,1,48,2,OR,2,5,1,0,0,7,8,36,Books,25.55,2,0,5
250,386,20574,8725,5,18,142,Tabletop Games,CA,26,1,988,13,1,22,2,CA,1,3,1,0,0,52,36,142,Toys Games,34.99,2,4693,4.2
251,3384,169522,75000,5,22,75,Documentary,NY,1,1,1159,561,0,27,1,NY,4,0,0,1,994,10,1,76,Movies TV,35.99,1,624,4.4
252,966,55850,32000,24,19,242,Wearables,NY,23,4,1407,43,101,15,1,NY,5,3,1,0,0,88,34,242,Electronics,70.84,7,3639,3.1
253,1502,115909,15000,0,17,438,Product Design,NY,49,1,1190,54,154,129,6,NY,4,10,1,1,775,135,221,438,Home Kitchen,11.95,3,1367,4.6
254,18220,6225354,800000,26,52,17003,Sound,CA,13,2,4226,1061,15,3,1,CA,1,3,0,0,0,295,368,17000,Electronics,399,7,2973,3.9
255,378,19372,15000,1,17,112,Product Design,MA,20,1,1299,5,14,5,1,MA,1,10,0,1,592,36,7,112,Amazon Launchpad,41.2,3,351,5
256,1814,118505,85000,0,24,107,Documentary,NY,5,1,644,764,1,62,4,NY,3,0,1,0,0,34,0,109,Movies TV,29.99,1,1103,4.6
257,555,37502,25000,2,13,179,Product Design,AZ,31,3,1321,112,23,20,8,AZ,1,3,0,1,335,53,34,179,Sports Outdoors,650,6,3746,3.9
258,620,53931,12500,0,41,114,Product Design,VA,38,2,1574,17,3,26,2,VA,5,3,1,1,243,39,27,114,Home Kitchen,80,7,3481,4.4
259,40,1016,50,0,16,5,Comics,NY,9,1,932,3,0,294,7,NJ,5,8,1,1,477,1,1,5,Books,6.99,6,373,5
260,279,20447,18500,0,11,1,Food,WI,6,1,964,4,5,4,1,WI,3,5,0,1,1087,0,0,1,Grocery Gourmet Food,16.99,4,4534,5
261,359,30074,20000,0,36,12,Product Design,CA,19,1,1810,19,2,9,1,CA,4,10,0,1,685,2,0,12,Toys Games,13,9,2243,4.4
262,1747,108195,50000,2,13,355,Hardware,CA,33,3,1077,1438,14,4,1,Taiwan,2,10,0,1,1324,81,74,355,Electronics,64.6,9,3114,3.8
263,763,28801,22000,5,45,212,Product Design,CA,42,1,1528,7,8,33,3,CA,3,1,1,0,0,79,9,212,Home Kitchen,12.55,8,4592,2.3
264,116,15253,14000,0,4,6,Film & Video,NY,7,1,1386,5,10,15,1,NY,1,0,1,1,731,1,0,6,Movies TV,29.15,1,647,3.9
265,67,27076,15000,1,12,6,Jewelry,FL,19,1,1058,1,6,2,1,FL,2,10,1,0,0,3,0,7,Clothing Shoes Jewelry,750,9,1953,5
266,2149,107662,10000,0,15,405,Product Design,NY,15,1,772,66,0,9,2,NY,3,10,1,1,729,1,78,405,Home Kitchen,18.99,8,3618,4.2
267,242,19511,19000,0,21,194,Tabletop Games,CA,28,6,2702,14,10,11,4,CA,1,10,1,0,0,25,97,194,Toys Games,37.93,6,4478,4.9
268,510,21444,10000,2,40,44,Graphic Novels,CA,7,1,1276,45,5,56,1,CA,3,3,0,0,0,12,2,44,Books,39.99,7,853,4.8
269,1516,72657,34000,0,39,214,Hardware,CA,12,1,1240,21,22,2,2,CA,6,1,1,1,331,66,8,215,Sports Outdoors,29.98,2,207,4.1
270,10617,458071,25000,9,41,2260,Product Design,Slovenia,26,1,722,24,1,27,2,Slovenia,4,1,1,1,1106,416,115,2260,Home Kitchen,31.5,6,3139,4.3
271,154,12060,12000,0,14,25,Small Batch,MN,8,1,1995,2,0,2,1,MN,3,3,1,0,0,8,3,25,Grocery Gourmet Food,29.2,3,2645,5
272,685,111889,50000,6,102,2459,Tabletop Games,NJ,58,2,2814,42,2,154,9,NJ,6,10,1,1,1496,916,1433,2459,Toys Games,62.99,4,4164,4.1
273,10617,458071,25000,9,41,2260,Product Design,Slovenia,26,1,722,24,1,27,2,Slovenia,4,3,1,1,1106,416,115,2260,Home Kitchen,45.6,6,3139,3.9
274,954,125032,20000,0,18,114,Product Design,NV,53,1,1505,11,2,20,5,CA,4,10,0,0,0,40,21,114,Electronics,169,7,5046,4.2
275,67,27076,15000,1,12,6,Jewelry,FL,19,1,1058,1,6,2,1,FL,2,0,1,0,0,3,0,7,Clothing Shoes Jewelry,650,5,1985,5
276,88,10893,10000,0,20,31,Gadgets,CO,14,6,1538,2,5,2,2,CO,4,0,1,1,75,9,8,31,Sports Outdoors,74.99,7,14918,3.7
277,372,18140,15000,5,11,39,Comics,NY,62,1,3470,4,0,1,2,CA,3,10,1,0,0,5,0,39,Books,59.95,9,4038,3.9
278,525,41099,5000,0,11,71,Product Design,NY,41,2,1195,48,0,9,2,NY,3,3,1,1,729,9,13,72,Home Kitchen,27.58,3,3615,4.2
279,326,21091,7777,1,14,50,Product Design,France,31,1,582,22,6,14,1,France,5,3,1,0,0,20,13,50,Toys Games,30.49,9,2470,3.7
280,2573,309323,100000,7,22,598,Wearables,IL,24,1,1035,204,0,12,1,IL,3,1,1,1,1211,228,39,600,Amazon Launchpad,74.75,3,2357,2.1
281,359,17007,10000,1,8,12,Food,CA,28,2,1807,45,0,6,1,CA,1,10,1,1,663,4,1,12,Grocery Gourmet Food,6.49,9,3344,4.4
282,10617,458071,25000,9,41,2260,Product Design,Slovenia,26,1,722,24,1,27,2,Slovenia,4,3,1,1,1106,416,115,2260,Home Kitchen,30.99,6,3139,3.7
283,697,24945,20000,6,24,51,Product Design,Japan,50,2,1039,16,2,10,1,Japan,3,10,0,1,869,18,7,51,Sports Outdoors,21.02,2,3156,4
284,1113,122264,50000,0,11,250,Product Design,NY,29,1,1555,26,207,90,4,NY,1,3,1,1,317,87,25,250,Toys Games,24.99,6,282,4.5
285,67,27076,15000,1,12,6,Jewelry,FL,19,1,1058,1,6,2,1,FL,2,3,1,0,0,3,0,7,Clothing Shoes Jewelry,750,9,1953,5
286,3306,168517,50000,1,24,340,Gadgets,CA,6,1,2281,44,0,1,1,CA,1,0,0,0,0,50,30,342,Home Kitchen,60,9,2083,3
287,2399,643030,500000,0,9,111,Product Design,UK,61,1,2088,296,3,22,2,UK,3,8,1,1,2330,19,12,112,Home Kitchen,105,7,1886,3.6
288,2330,101989,40000,5,12,106,Design,Iceland,13,1,1075,49,208,1,1,MA,3,3,0,0,0,24,2,106,Home Kitchen,32.99,7,232,4.5
289,31,11185,11000,0,0,0,Small Batch,OR,6,1,1529,1,1,15,1,OR,1,0,1,0,0,0,0,0,Grocery Gourmet Food,12.52,6,5069,5
290,3184,125386,20000,3,22,703,Tabletop Games,CA,64,1,2859,759,3,41,2,CA,2,8,1,1,2517,64,229,696,Amazon Launchpad,6.99,4,1857,3.7
291,44949,9192055,20000,12,21,11913,Product Design,IL,42,1,675,319,61,28,2,WA,1,10,1,0,0,189,1380,11800,Sports Outdoors,199,9,4007,2.9
292,10617,458071,25000,9,41,2260,Product Design,Slovenia,26,1,722,24,1,27,2,Slovenia,4,8,1,1,1106,416,115,2260,Home Kitchen,29.99,6,3139,3.5
293,817,125546,50000,14,31,101,DIY Electronics,UK,18,4,1653,71,2,9,1,UK,6,1,1,1,1514,36,0,102,Toys Games,139,9,1977,3.3
294,697,60710,50000,7,25,100,Robots,CA,52,7,1817,8,0,7,1,CA,4,10,1,0,0,45,4,100,Toys Games,79.71,3,3674,5
295,1289,64724,5000,4,28,125,Product Design,CA,7,1,984,14,0,5,1,IL,4,3,0,0,0,29,7,127,Home Kitchen,49,9,3525,4.2
296,1382,76661,10000,15,29,343,Gadgets,WA,47,1,974,42,76,19,3,WA,4,8,1,0,0,64,67,343,Cell Phones Accessories,28.72,7,737,3
297,270,20439,20000,3,11,7,Food,NY,5,1,657,7,0,9,1,NY,3,0,0,0,0,0,1,7,Grocery Gourmet Food,77.47,2,635,5
298,932,57664,15000,1,30,292,Tabletop Games,PA,27,1,1851,22,119,103,1,PA,2,0,1,0,0,115,34,292,Toys Games,24.99,5,4628,4.8
299,116,53597,50000,3,18,331,Product Design,CA,32,1,825,3,7,1,1,CA,2,3,1,0,0,29,16,333,Sports Outdoors,899,7,654,3.5
300,143,33633,27000,14,18,8,Product Design,TX,38,3,1334,10,2,14,1,TX,4,2,1,1,163,1,1,8,Home Kitchen,169.95,3,1722,4.1
301,499,34595,30000,2,57,78,Graphic Novels,IL,4,1,770,23,1,35,2,IL,5,3,1,1,594,16,8,78,Books,59.9,9,4950,5
302,524,33141,25000,1,14,53,Product Design,OR,19,2,1500,36,3,17,1,OR,4,10,1,0,0,9,1,54,Toys Games,44.99,9,2715,4.1
303,885,90522,50000,14,19,291,Gadgets,CA,61,1,2084,28,3,4,1,CA,1,3,1,1,1842,82,16,294,Cell Phones Accessories,89.99,8,3969,3.8
304,1312,84613,65000,0,19,150,Art,IL,0,1,186,117,113,64,3,CA,2,1,1,1,1103,18,0,151,Books,79.99,6,1301,5
305,3178,214259,10000,5,15,467,Gadgets,WA,23,2,942,15,95,19,3,WA,5,0,1,0,0,112,80,464,Cell Phones Accessories,28.72,7,737,3
306,763,28801,22000,5,45,212,Product Design,CA,42,1,1528,7,8,33,3,CA,3,0,1,0,0,79,9,212,Home Kitchen,12.55,8,4592,2.3
307,576,90883,85000,3,33,28,Product Design,MA,14,1,900,66,2,24,1,MA,1,1,0,1,1101,4,0,28,Sports Outdoors,225,4,4112,4.2
308,238,28456,25000,16,22,3,Product Design,FL,47,2,2520,7,0,7,1,FL,6,10,1,1,1928,1,0,3,Toys Games,18,7,454,4.2
309,186,6306,5000,0,8,13,Product Design,MA,4,1,297,2,30,10,1,MA,2,10,1,0,0,4,2,13,Home Kitchen,15.65,4,774,5
310,885,90522,50000,14,19,291,Gadgets,CA,61,1,2084,28,3,4,1,CA,1,3,1,1,1842,82,16,294,Cell Phones Accessories,89.99,8,3969,3.8
311,788,23051,10000,3,22,108,Anthologies,NY,2,1,1177,14,0,3,1,NY,4,8,0,1,3239,39,9,108,Books,3.99,7,449,5
312,932,57664,15000,1,30,292,Tabletop Games,PA,27,1,1851,22,119,103,1,PA,2,0,1,0,0,115,34,292,Toys Games,24.99,4,4661,5
313,525,41099,5000,0,11,71,Product Design,NY,41,2,1195,48,0,9,2,NY,3,3,1,1,729,9,13,72,Home Kitchen,26.97,4,1695,3.2
314,61,21966,20000,0,25,14,Hardware,CA,22,1,730,15,1,8,1,CA,5,0,0,1,2706,6,4,14,Sports Outdoors,480,4,4563,5
315,58,4207,4000,4,9,9,Product Design,OH,11,2,146,1,5,3,1,OH,1,0,0,0,0,1,1,9,Cell Phones Accessories,49,7,4854,3.9
316,2109,108362,25000,7,18,391,Tabletop Games,NY,7,1,654,1078,1,304,6,Queens,2,2,1,1,330,24,133,391,Toys Games,27.55,1,1356,5
317,10617,458071,25000,9,41,2260,Product Design,Slovenia,26,1,722,24,1,27,2,Slovenia,4,1,1,1,1106,416,115,2260,Home Kitchen,29.99,6,3139,3.5
318,530,46754,20000,2,24,40,Footwear,MD,18,1,1069,25,16,11,1,MD,5,1,1,0,0,16,1,41,Sports Outdoors,48,6,622,4.1
319,1382,76661,10000,15,29,343,Gadgets,WA,47,1,974,42,76,19,3,WA,3,3,1,0,0,64,67,343,Electronics,15.89,5,737,2.3
320,558,50434,30000,0,65,330,Tabletop Games,UT,30,1,913,17,1,36,8,UT,2,1,1,1,250,90,35,330,Toys Games,29.89,9,349,3.4
321,882,29418,2500,10,27,331,Tabletop Games,CA,17,2,987,131,0,62,1,CA,4,3,1,1,487,157,235,331,Toys Games,15,9,8011,4
322,1548,66689,20000,11,31,256,Product Design,NV,9,1,760,13,1,4,1,NV,1,10,0,0,0,105,0,256,Electronics,39.99,7,1155,3.8
323,383,32534,25000,12,12,56,Gadgets,CA,30,3,1348,10,1,3,1,CA,4,3,1,0,0,7,6,56,Sports Outdoors,73.34,4,2598,3.7
324,3184,125386,20000,3,22,703,Tabletop Games,CA,64,1,2859,759,3,41,2,CA,2,3,1,1,2517,64,229,696,Amazon Launchpad,6.99,4,1857,4.1
325,238,28456,25000,16,22,3,Product Design,FL,47,2,2520,7,0,7,1,FL,6,10,1,1,1928,1,0,3,Toys Games,92.99,9,7229,4.6
326,10617,458071,25000,9,41,2260,Product Design,Slovenia,26,1,722,24,1,27,2,Slovenia,4,1,1,1,1106,416,115,2260,Home Kitchen,29.5,6,3139,4.2
327,817,125546,50000,14,31,101,DIY Electronics,UK,18,4,1653,71,2,9,1,UK,6,0,1,1,1514,36,0,102,Toys Games,139,9,1977,3.3
328,1270,115414,20000,3,12,636,Gadgets,TX,28,2,764,19,7,7,1,TX,2,3,0,0,0,158,146,636,Electronics,39.99,7,3066,4.4
329,378,19372,15000,1,17,112,Product Design,MA,20,1,1299,5,14,5,1,MA,1,5,0,1,592,36,7,112,Sports Outdoors,25.55,2,5150,3.5
330,350,74031,54735,0,13,19,Product Design,OH,19,1,1842,11,0,7,1,OH,2,8,1,1,688,2,0,19,Home Kitchen,499,9,4214,4
331,1157,78871,20000,5,28,112,Hardware,Japan,22,2,706,100,492,3,1,Japan,1,0,0,0,0,47,23,112,Toys Games,39.99,7,5629,3
332,673,50237,40000,4,27,343,Gadgets,CA,24,1,981,14,0,24,1,CA,2,0,1,1,87,120,8,343,Electronics,79.95,3,1716,3.2
333,2210,110540,50000,5,18,762,Technology,Singapore,22,8,1094,5,0,29,1,China,1,5,1,0,0,217,69,763,Cell Phones Accessories,89,6,3789,1.6
334,856,167570,40000,0,17,246,DIY Electronics,CA,49,7,1409,49,0,5,3,CA,1,2,1,0,0,71,29,246,Toys Games,299,9,2751,5
335,194,39025,20000,0,8,23,Product Design,MN,37,2,884,28,1,13,1,MN,1,10,1,0,0,5,2,24,Sports Outdoors,285,7,4820,3.8
336,2416,62770,48500,0,22,252,Product Design,NC,5,1,517,1389,0,17,2,NC,1,10,1,0,0,27,1,252,Home Kitchen,8.62,1,1188,4.8
337,238,28456,25000,16,22,3,Product Design,FL,47,2,2520,7,0,7,1,FL,6,2,1,1,1928,1,0,3,Toys Games,94.06,9,7238,5
