Id`KickstaterTitle`AmazonTitle
1`Cards Against Humanity`Cards Against Humanity
2`Hub+ for USB-C: Get your MacBook ports back.`nonda USB-C to USB 3.0 Mini Adapter [World’s Smallest] Aluminum Body with Indicator LED for Macbook Pro 2016, MacBook 12-inch and other Type-C Devices (Space Gray)
3`Food Huggers`Food Huggers Reusable Silicone Food Savers, Assorted Color
4`Pebble Time - Awesome Smartwatch, No Compromises`Pebble Time Smartwatch - Black
5`Oculus Rift: Step Into the Game`Oculus Rift - Virtual Reality Headset
6`Soma: Beautifully innovative all-natural water filters`Soma Replacement Water Filters (2 Filters)
7`The First All-Natural Premium Chewing Gum`Simply Gum Mint Natural Chewing Gum - Non GMO, Vegan, 6 Packs (90 Pieces)
8`The First All-Natural Premium Chewing Gum`Simply Gum Cinnamon Natural Chewing Gum - Non GMO, Vegan, 6 Packs (90 Pieces)
9`The First All-Natural Premium Chewing Gum`Simply Gum Ginger Natural Chewing Gum - Non GMO, Vegan, 6 Packs (90 Pieces)
10`The First All-Natural Premium Chewing Gum`Simply Gum Maple Natural Chewing Gum - Non GMO, Vegan, 6 Packs (90 Pieces)
11`The First All-Natural Premium Chewing Gum`Simply Gum, Fennel Licorice Natural Chewing Gum - Non GMO, Vegan, 6 Packs (90 Pieces)
12`The First All-Natural Premium Chewing Gum`Simply Gum Coffee Natural Chewing Gum - Non GMO, Vegan, 6 Packs (90 Pieces)
13`Good and Cheap: Eat Well on $4/Day (the PDF is free!)`Auzoud Oil-Cured Black Olives, Pitted, Supports North African Women Farmers, 100% Natural, Hand-Picked, 230 g (3.1 oz)
14`Exploding Kittens`Exploding Kittens: A Card Game About Kittens and Explosions and Sometimes Goats
15`NanoHold - NanoSuction for Phones, Cases & Tablets`NanoHold Mobile Device Holder - Credit Card Sized Suction Phone Holder- Home or Car Ready
16`Get Perfect Posture Effortlessly + Back Pain Relief /2nd Gen`BetterBack - Correct Back Posture While Sitting, Featured on Shark Tank, Doctor Recommended (Back Support Belt)
17`Hello Ruby`Tangram Factory Soft Grip, Orange, 1 Pound
18`COLLAR PERFECT: Iron Out the Wrinkles In Your Life`Collar Perfect - Compact Multipurpose Touch-Up and Travel Iron with Deluxe Travel Bag
19`OmieBox: Hot & Cold Food in 1 Lunchbox`OmieBox Bento Lunch Box With Insulated Thermos For Kids, Blue Sky
20`Quad Lock - iPhone Case Mounting System`Quad Lock Bike Kit for iPhone 6/6S - Black
21`"The Wrecking Crew" The Untold Story of Rock & Roll Heroes`The Wrecking Crew
22`jamstik+ The SmartGuitar`Jamstik+ Black Portable App Enabled MIDI Electric Guitar, for Beginners and Music Creators, iOS, Android & Mac Compatible, with Bluetooth Connectivity, Powered by Zivix
23`go-comb: fit for your wallet`Go-Comb - Wallet Comb + Bottle Opener - Sleek, Durable Stainless Steel Hair and Beard Comb
24`The Smart Garden: A care-free solution for fresh food.`|Click & Grow Indoor Smart Fresh Herb Garden Kit With 3 Basil Cartridges & Orange Lid || Self Watering Planter & Patented Nano-Tech Medium For Plant Growth|
25`TipMeNot`TipMeNot Baby Bottle Learning Tool, Great Teether, No Spilled Milk, No Bottle Propping, No Pacifier, Newborn Infant to Toddler, Tip Me Not Shower Gift
